user_id,top_concept_names,top_concept_acts,overlap,new_items,popular_before,popular_after
4665,Adventure|Animation|popularity,+0.742|+0.509|+0.480,7,13,14,14
4664,contemporary|popularity|retro,+0.289|+0.275|+0.210,17,3,6,4
4663,Drama|modern|retro,+0.603|+0.200|+0.199,11,9,0,0
4662,Drama|modern|Romance,+0.474|+0.453|+0.240,13,7,0,0
4661,Mystery|Thriller|popularity,+0.809|+0.372|+0.324,10,10,3,2
4660,retro|Drama|popularity,+0.567|+0.482|+0.283,13,7,0,0
4659,Romance|Musical|Adventure,+0.914|+0.343|+0.255,12,8,3,2
4658,Crime|popularity|Mystery,+0.799|+0.412|+0.246,8,12,11,13
4657,War|popularity|Western,+0.881|+0.389|+0.291,10,10,10,6
4656,contemporary|popularity|Animation,+0.799|+0.377|+0.269,13,7,4,6
4655,popularity|contemporary|modern,+0.441|+0.272|+0.241,15,5,14,13
4654,Romance|popularity|modern,+0.739|+0.393|+0.373,10,10,10,11
4653,Drama|modern|popularity,+0.688|+0.519|+0.139,9,11,1,2
4652,contemporary|popularity|modern,+0.325|+0.323|+0.285,16,4,10,10
4651,Documentary|contemporary|popularity,+0.527|+0.499|+0.351,10,10,9,15
4650,popularity|Animation|retro,+0.760|+0.200|+0.151,4,16,20,19
4649,War|contemporary|popularity,+0.836|+0.356|+0.310,9,11,12,6
4648,popularity|Animation|modern,+0.480|+0.370|+0.300,14,6,17,20
4647,modern|Drama|niche,+0.522|+0.463|+0.302,5,15,0,2
4646,modern|popularity|Documentary,+0.447|+0.444|+0.304,14,6,20,20
4645,Romance|Musical|popularity,+0.927|+0.319|+0.307,7,13,6,2
4644,Western|popularity|contemporary,+0.519|+0.325|+0.289,17,3,7,6
4643,modern|popularity|Thriller,+0.612|+0.291|+0.161,4,16,7,7
4642,popularity|Animation|retro,+0.761|+0.275|+0.251,9,11,20,20
4641,Comedy|popularity|modern,+0.717|+0.393|+0.384,11,9,16,15
4640,popularity|Comedy|Animation,+0.721|+0.548|+0.205,11,9,20,19
4639,Comedy|Musical|popularity,+0.564|+0.489|+0.461,11,9,15,14
4638,popularity|Animation|Romance,+0.840|+0.219|+0.200,1,19,20,19
4637,Drama|modern|popularity,+0.454|+0.415|+0.366,11,9,16,19
4636,popularity|Animation|Crime,+0.370|+0.209|+0.179,10,10,13,7
4635,Fantasy|Animation|Adventure,+0.596|+0.519|+0.461,11,9,1,1
4634,Action|popularity|Adventure,+0.491|+0.480|+0.345,10,10,17,19
4633,Adventure|modern|Animation,+0.577|+0.462|+0.422,8,12,0,1
4632,retro|popularity|Documentary,+0.706|+0.396|+0.184,4,16,13,10
4631,Western|War|popularity,+0.962|+0.370|+0.347,17,3,4,3
4630,Drama|modern|popularity,+0.479|+0.451|+0.434,9,11,16,18
4629,Western|popularity|contemporary,+0.397|+0.386|+0.337,15,5,8,7
4628,popularity|Romance|Musical,+0.368|+0.285|+0.264,16,4,9,8
4627,Comedy|retro|Fantasy,+0.711|+0.417|+0.192,14,6,0,0
4626,retro|popularity|Animation,+0.333|+0.306|+0.282,9,11,6,3
4625,Thriller|retro|popularity,+0.634|+0.608|+0.377,11,9,4,0
4624,contemporary|popularity|Animation,+0.825|+0.485|+0.298,10,10,5,4
4622,popularity|Action|Sci-Fi,+0.681|+0.516|+0.239,11,9,20,20
4621,modern|popularity|contemporary,+0.423|+0.416|+0.359,14,6,20,19
4620,Western|popularity|Animation,+0.327|+0.323|+0.306,15,5,7,5
4619,Romance|contemporary|modern,+0.762|+0.269|+0.268,14,6,0,0
4618,Sci-Fi|popularity|Fantasy,+0.814|+0.354|+0.282,9,11,14,10
4617,Mystery|popularity|Crime,+0.790|+0.337|+0.325,11,9,4,1
4616,popularity|Drama|Documentary,+0.452|+0.299|+0.289,11,9,15,15
4615,Mystery|modern|popularity,+0.857|+0.403|+0.282,16,4,4,3
4614,Mystery|popularity|Thriller,+0.891|+0.357|+0.252,10,10,5,3
4613,Thriller|popularity|Drama,+0.417|+0.358|+0.330,16,4,18,17
4612,Drama|modern|popularity,+0.782|+0.335|+0.311,4,16,3,6
4611,popularity|Mystery|classic,+0.446|+0.427|+0.305,9,11,7,8
4610,Comedy|popularity|Musical,+0.859|+0.388|+0.208,4,16,11,10
4609,Sci-Fi|Horror|Fantasy,+0.807|+0.291|+0.255,11,9,5,4
4608,Fantasy|popularity|Sci-Fi,+0.490|+0.458|+0.344,14,6,18,18
4607,popularity|Drama|retro,+0.471|+0.470|+0.318,2,18,7,4
4606,Comedy|modern|popularity,+0.792|+0.330|+0.256,12,8,4,4
4605,Drama|modern|popularity,+0.742|+0.485|+0.182,5,15,1,4
4604,Action|retro|popularity,+0.501|+0.442|+0.431,14,6,0,1
4603,Adventure|Action|popularity,+0.878|+0.464|+0.413,9,11,13,9
4602,modern|popularity|Drama,+0.586|+0.444|+0.244,6,14,13,15
4601,popularity|Comedy|Animation,+0.629|+0.439|+0.279,12,8,19,17
4600,Crime|popularity|contemporary,+0.646|+0.573|+0.393,3,17,11,11
4599,Romance|popularity|War,+0.693|+0.436|+0.334,9,11,13,6
4598,popularity|classic|retro,+0.519|+0.300|+0.223,3,17,15,8
4623,Western|popularity|contemporary,+0.399|+0.387|+0.350,18,2,7,7
4597,popularity|Western|contemporary,+0.429|+0.373|+0.347,15,5,9,7
4596,Animation|Fantasy|popularity,+0.646|+0.434|+0.343,12,8,5,7
4595,Drama|popularity|War,+0.511|+0.321|+0.230,11,9,11,9
4594,Romance|popularity|Musical,+0.890|+0.434|+0.313,4,16,17,5
4593,popularity|contemporary|Drama,+0.470|+0.342|+0.256,7,13,12,11
4592,Comedy|popularity|Animation,+0.583|+0.470|+0.263,13,7,20,16
4591,Documentary|popularity|contemporary,+0.887|+0.343|+0.330,17,3,1,2
4590,popularity|Crime|Mystery,+0.529|+0.437|+0.330,14,6,16,17
4589,Comedy|popularity|Musical,+0.741|+0.352|+0.250,10,10,16,11
4588,popularity|Drama|modern,+0.582|+0.486|+0.366,11,9,12,14
4587,Action|popularity|modern,+0.655|+0.506|+0.305,12,8,20,19
4586,Comedy|popularity|Musical,+0.739|+0.468|+0.231,7,13,20,18
4585,popularity|retro|Documentary,+0.421|+0.397|+0.260,13,7,17,18
4584,classic|Documentary|popularity,+0.423|+0.343|+0.278,9,11,7,11
4583,classic|popularity|Western,+0.520|+0.426|+0.313,11,9,8,11
4582,popularity|contemporary|Horror,+0.448|+0.284|+0.231,15,5,14,14
4581,retro|Comedy|Documentary,+0.468|+0.448|+0.363,16,4,5,9
4580,popularity|Mystery|Drama,+0.341|+0.187|+0.177,13,7,9,8
4579,Mystery|popularity|classic,+0.608|+0.304|+0.294,7,13,0,5
4578,modern|popularity|Crime,+0.633|+0.361|+0.175,3,17,8,7
4577,Fantasy|Adventure|Animation,+0.888|+0.386|+0.364,6,14,0,13
4575,Comedy|niche|Musical,+0.514|+0.394|+0.253,8,12,6,5
4574,contemporary|popularity|Documentary,+0.633|+0.499|+0.243,13,7,7,13
4573,Crime|Fantasy|classic,+0.458|+0.392|+0.340,16,4,4,7
4572,Fantasy|popularity|modern,+0.765|+0.366|+0.349,13,7,2,3
4576,popularity|Animation|Musical,+0.310|+0.309|+0.220,12,8,8,9
4571,modern|popularity|Animation,+0.566|+0.460|+0.155,10,10,11,9
4570,popularity|Animation|Musical,+0.260|+0.202|+0.200,12,8,6,4
4569,Action|Adventure|popularity,+0.833|+0.265|+0.251,11,9,4,5
4568,Animation|popularity|Musical,+0.219|+0.203|+0.164,11,9,0,0
4567,Animation|popularity|Sci-Fi,+0.596|+0.536|+0.431,10,10,13,12
4566,Mystery|Crime|Thriller,+0.883|+0.368|+0.290,16,4,1,2
4565,popularity|retro|Documentary,+0.557|+0.352|+0.304,11,9,19,20
4564,popularity|Fantasy|Documentary,+0.479|+0.339|+0.257,16,4,20,20
4563,popularity|contemporary|Drama,+0.593|+0.509|+0.278,12,8,13,14
4562,popularity|Musical|classic,+0.595|+0.432|+0.328,9,11,12,12
4561,modern|popularity|Animation,+0.590|+0.227|+0.172,14,6,4,4
4560,popularity|classic|retro,+0.503|+0.300|+0.243,3,17,11,9
4559,Comedy|popularity|Musical,+0.776|+0.370|+0.255,10,10,19,14
4558,classic|Documentary|popularity,+0.549|+0.312|+0.308,11,9,14,18
4557,retro|popularity|War,+0.289|+0.273|+0.157,14,6,4,3
4556,popularity|Romance|Animation,+0.705|+0.336|+0.206,6,14,18,14
4555,contemporary|popularity|Fantasy,+0.711|+0.306|+0.293,12,8,1,3
4554,Fantasy|popularity|Adventure,+0.783|+0.547|+0.276,14,6,13,14
4553,War|popularity|classic,+0.726|+0.354|+0.351,11,9,10,11
4552,Sci-Fi|popularity|Fantasy,+0.555|+0.479|+0.336,12,8,17,15
4551,Drama|Documentary|classic,+0.462|+0.331|+0.292,11,9,13,18
4550,popularity|Animation|Western,+0.365|+0.339|+0.301,15,5,8,8
4549,Horror|modern|popularity,+0.701|+0.349|+0.294,11,9,0,0
4548,Animation|popularity|Action,+0.279|+0.272|+0.221,19,1,6,5
4547,contemporary|popularity|Action,+0.462|+0.448|+0.260,9,11,13,10
4546,popularity|retro|Documentary,+0.642|+0.296|+0.255,5,15,19,20
4545,popularity|Action|Sci-Fi,+0.613|+0.434|+0.376,14,6,16,13
4544,classic|Drama|Documentary,+0.444|+0.391|+0.321,8,12,7,15
4543,modern|popularity|Drama,+0.698|+0.281|+0.211,3,17,2,9
4542,retro|popularity|Fantasy,+0.316|+0.296|+0.188,8,12,11,6
4541,contemporary|popularity|Action,+0.676|+0.451|+0.394,14,6,9,9
4540,Comedy|retro|popularity,+0.726|+0.417|+0.274,11,9,3,3
4539,popularity|contemporary|classic,+0.423|+0.405|+0.269,7,13,17,12
4538,classic|popularity|Musical,+0.477|+0.376|+0.276,13,7,2,3
4537,Romance|popularity|War,+0.830|+0.442|+0.273,4,16,14,7
4536,popularity|contemporary|Sci-Fi,+0.747|+0.334|+0.232,6,14,20,17
4535,Action|popularity|Sci-Fi,+0.869|+0.339|+0.278,8,12,14,9
4534,Thriller|modern|popularity,+0.795|+0.382|+0.373,8,12,9,10
4533,Crime|popularity|Mystery,+0.898|+0.459|+0.314,4,16,7,5
4532,Thriller|modern|popularity,+0.777|+0.422|+0.354,10,10,7,8
4531,contemporary|popularity|retro,+0.299|+0.259|+0.213,16,4,1,1
4530,classic|Documentary|popularity,+0.350|+0.341|+0.294,10,10,17,17
4529,Horror|Sci-Fi|contemporary,+0.892|+0.275|+0.229,13,7,0,0
4528,Romance|popularity|modern,+0.528|+0.500|+0.325,12,8,15,17
4527,popularity|retro|Animation,+0.398|+0.209|+0.185,8,12,14,10
4526,retro|popularity|Documentary,+0.596|+0.276|+0.233,10,10,13,14
4525,War|popularity|Western,+0.887|+0.406|+0.299,9,11,11,7
4524,popularity|modern|Documentary,+0.513|+0.247|+0.243,11,9,20,16
4523,contemporary|popularity|classic,+0.781|+0.395|+0.252,14,6,7,5
4522,contemporary|popularity|Animation,+0.959|+0.268|+0.221,13,7,2,4
4521,popularity|classic|Western,+0.378|+0.317|+0.302,11,9,10,11
4520,Horror|Sci-Fi|contemporary,+0.896|+0.302|+0.243,11,9,0,0
4519,Crime|popularity|Documentary,+0.762|+0.349|+0.294,13,7,11,15
4518,Animation|Musical|popularity,+0.920|+0.426|+0.309,12,8,1,0
4517,popularity|Animation|Romance,+0.801|+0.260|+0.255,2,18,18,17
4516,Drama|modern|popularity,+0.657|+0.461|+0.419,10,10,10,12
4513,popularity|modern|Drama,+0.566|+0.426|+0.178,8,12,18,18
4512,War|popularity|Western,+0.824|+0.458|+0.288,9,11,8,14
4511,Horror|classic|Sci-Fi,+0.689|+0.552|+0.354,12,8,1,5
4510,Animation|Fantasy|Adventure,+0.436|+0.429|+0.276,13,7,0,0
4509,popularity|Animation|retro,+0.560|+0.161|+0.154,2,18,17,10
4508,Comedy|Documentary|Musical,+0.920|+0.200|+0.144,9,11,2,2
4507,Western|War|popularity,+0.891|+0.455|+0.361,13,7,5,5
4506,contemporary|popularity|Animation,+0.745|+0.379|+0.276,13,7,10,14
4505,Western|retro|War,+0.488|+0.302|+0.250,13,7,2,4
4503,Musical|popularity|Animation,+0.244|+0.230|+0.215,10,10,7,4
4502,Sci-Fi|retro|popularity,+0.672|+0.542|+0.393,13,7,13,13
4501,Action|popularity|Sci-Fi,+0.781|+0.409|+0.261,4,16,17,12
4515,popularity|Action|classic,+0.511|+0.430|+0.356,13,7,12,12
4500,contemporary|popularity|Animation,+0.835|+0.432|+0.208,12,8,7,11
4499,Thriller|popularity|retro,+0.734|+0.496|+0.393,8,12,10,4
4498,contemporary|popularity|Crime,+0.893|+0.431|+0.244,7,13,6,8
4497,classic|niche|War,+0.553|+0.219|+0.210,15,5,1,3
4496,contemporary|popularity|Documentary,+0.800|+0.375|+0.247,9,11,6,10
4495,popularity|Animation|Action,+0.467|+0.263|+0.206,19,1,7,7
4494,classic|Western|Documentary,+0.516|+0.488|+0.335,7,13,12,19
4493,contemporary|Documentary|Animation,+0.873|+0.464|+0.230,4,16,1,11
4492,War|popularity|classic,+0.631|+0.433|+0.301,13,7,13,14
4491,Action|Adventure|popularity,+0.656|+0.275|+0.272,15,5,1,1
4490,contemporary|popularity|Horror,+0.360|+0.270|+0.226,13,7,3,0
4489,Fantasy|popularity|Animation,+0.485|+0.337|+0.298,11,9,1,0
4488,Mystery|Thriller|Crime,+0.970|+0.332|+0.318,16,4,0,2
4504,Romance|popularity|Musical,+0.801|+0.465|+0.207,4,16,17,8
4487,Action|popularity|modern,+0.812|+0.352|+0.284,12,8,9,8
4486,modern|Romance|niche,+0.483|+0.310|+0.220,8,12,0,2
4485,modern|popularity|Thriller,+0.585|+0.310|+0.155,3,17,8,8
4484,Comedy|Musical|classic,+0.518|+0.510|+0.336,9,11,6,9
4483,Romance|modern|Musical,+0.820|+0.404|+0.253,11,9,0,0
4482,contemporary|popularity|Documentary,+0.830|+0.426|+0.211,10,10,6,9
4481,popularity|Horror|contemporary,+0.520|+0.389|+0.272,10,10,15,12
4480,Western|popularity|War,+0.917|+0.384|+0.362,14,6,5,5
4479,Adventure|popularity|Action,+0.725|+0.379|+0.336,10,10,8,9
4478,contemporary|Documentary|popularity,+0.348|+0.347|+0.324,18,2,12,12
4477,War|classic|popularity,+0.551|+0.402|+0.385,12,8,10,12
4476,Sci-Fi|Horror|Fantasy,+0.854|+0.323|+0.308,12,8,11,10
4475,Sci-Fi|popularity|Fantasy,+0.545|+0.389|+0.343,16,4,1,1
4474,Crime|Mystery|Action,+0.910|+0.312|+0.272,15,5,5,6
4473,classic|Musical|Western,+0.667|+0.538|+0.393,9,11,1,2
4471,contemporary|popularity|Documentary,+0.539|+0.513|+0.265,16,4,13,15
4472,Comedy|popularity|Musical,+0.881|+0.357|+0.240,3,17,13,6
4470,Fantasy|Drama|popularity,+0.656|+0.487|+0.363,11,9,5,10
4469,Romance|popularity|War,+0.718|+0.365|+0.264,10,10,13,8
4468,popularity|contemporary|Romance,+0.601|+0.239|+0.224,12,8,20,16
4467,Comedy|popularity|Musical,+0.459|+0.361|+0.230,12,8,11,5
4466,retro|popularity|War,+0.337|+0.251|+0.189,14,6,8,7
4464,Comedy|popularity|Musical,+0.651|+0.443|+0.324,13,7,13,9
4465,Documentary|popularity|Drama,+0.376|+0.344|+0.311,9,11,6,7
4463,modern|popularity|Drama,+0.465|+0.458|+0.454,9,11,16,18
4462,popularity|Animation|classic,+0.311|+0.291|+0.283,15,5,13,10
4461,Fantasy|popularity|Sci-Fi,+0.838|+0.370|+0.331,14,6,11,6
4460,Action|popularity|Adventure,+0.715|+0.312|+0.285,14,6,1,1
4459,Comedy|modern|popularity,+0.716|+0.417|+0.350,11,9,15,14
4458,contemporary|popularity|retro,+0.449|+0.403|+0.217,10,10,14,13
4457,Mystery|popularity|Musical,+0.925|+0.311|+0.252,11,9,1,1
4456,Musical|classic|Animation,+0.939|+0.397|+0.396,12,8,6,8
4455,popularity|contemporary|Animation,+0.517|+0.501|+0.361,14,6,15,15
4454,Sci-Fi|modern|Action,+0.586|+0.296|+0.247,15,5,1,1
4453,Sci-Fi|popularity|modern,+0.740|+0.342|+0.339,13,7,15,12
4451,War|popularity|Western,+0.848|+0.443|+0.279,16,4,8,8
4452,modern|popularity|Thriller,+0.604|+0.358|+0.136,5,15,9,10
4450,Fantasy|popularity|Sci-Fi,+0.816|+0.449|+0.346,17,3,12,12
4449,contemporary|popularity|modern,+0.662|+0.460|+0.269,8,12,6,12
4448,Horror|contemporary|popularity,+0.511|+0.339|+0.220,8,12,2,5
4447,Drama|retro|War,+0.347|+0.300|+0.196,17,3,0,0
4446,Action|popularity|Fantasy,+0.677|+0.385|+0.360,9,11,2,3
4445,contemporary|Horror|niche,+0.581|+0.526|+0.246,13,7,0,0
4444,Adventure|popularity|Action,+0.748|+0.456|+0.381,8,12,17,12
4443,Mystery|Crime|Fantasy,+0.535|+0.430|+0.415,16,4,7,9
4442,classic|Musical|Western,+0.506|+0.475|+0.358,13,7,2,4
4441,Action|popularity|Crime,+0.795|+0.468|+0.278,7,13,14,9
4440,Western|popularity|retro,+0.445|+0.375|+0.344,14,6,8,8
4439,Western|popularity|contemporary,+0.373|+0.347|+0.302,18,2,7,6
4438,popularity|Animation|classic,+0.424|+0.269|+0.209,6,14,9,7
4437,Action|Adventure|popularity,+0.761|+0.328|+0.302,13,7,1,1
4436,Mystery|Crime|popularity,+0.933|+0.315|+0.272,17,3,1,1
4435,popularity|contemporary|Musical,+0.386|+0.322|+0.238,15,5,10,11
4434,Animation|popularity|Horror,+0.221|+0.207|+0.166,17,3,3,2
4433,Western|War|classic,+0.924|+0.370|+0.348,15,5,3,6
4432,popularity|Romance|Musical,+0.441|+0.335|+0.285,14,6,15,18
4431,popularity|Horror|retro,+0.622|+0.341|+0.261,10,10,20,16
4430,Comedy|modern|Documentary,+0.679|+0.290|+0.244,15,5,0,0
4429,contemporary|Documentary|classic,+0.768|+0.308|+0.301,8,12,7,15
4428,popularity|Animation|contemporary,+0.314|+0.243|+0.237,18,2,9,7
4427,popularity|Comedy|modern,+0.582|+0.572|+0.330,10,10,18,18
4426,Comedy|popularity|Musical,+0.869|+0.296|+0.210,11,9,5,3
4425,popularity|contemporary|modern,+0.356|+0.342|+0.240,14,6,15,13
4424,Action|popularity|War,+0.708|+0.485|+0.232,8,12,18,15
4423,popularity|retro|Documentary,+0.687|+0.227|+0.205,6,14,19,18
4422,popularity|modern|Documentary,+0.549|+0.462|+0.229,9,11,18,20
4421,contemporary|popularity|Animation,+0.845|+0.303|+0.285,14,6,4,5
4420,classic|Fantasy|Mystery,+0.513|+0.377|+0.346,15,5,5,8
4419,popularity|Animation|contemporary,+0.326|+0.260|+0.229,18,2,8,8
4418,popularity|modern|Drama,+0.369|+0.363|+0.279,6,14,11,13
4417,Mystery|popularity|Thriller,+0.876|+0.405|+0.394,11,9,7,4
4416,Western|War|classic,+0.954|+0.365|+0.333,16,4,3,5
4415,Sci-Fi|popularity|contemporary,+0.690|+0.366|+0.295,17,3,1,1
4414,Comedy|modern|popularity,+0.631|+0.381|+0.247,9,11,4,4
4413,popularity|Western|Animation,+0.344|+0.282|+0.276,14,6,9,5
4412,popularity|contemporary|Horror,+0.326|+0.287|+0.193,16,4,4,3
4411,Adventure|popularity|Fantasy,+0.370|+0.341|+0.230,10,10,10,10
4410,popularity|Documentary|Animation,+0.550|+0.306|+0.289,10,10,20,20
4409,Comedy|popularity|modern,+0.739|+0.424|+0.330,8,12,16,16
4408,retro|popularity|Fantasy,+0.723|+0.206|+0.132,7,13,8,5
4407,modern|contemporary|Animation,+0.450|+0.132|+0.115,13,7,2,1
4406,popularity|classic|Western,+0.407|+0.325|+0.303,11,9,12,14
4405,Documentary|popularity|classic,+0.475|+0.429|+0.284,10,10,17,19
4404,contemporary|popularity|Animation,+0.873|+0.333|+0.251,14,6,1,1
4403,modern|popularity|Documentary,+0.513|+0.354|+0.303,11,9,19,19
4402,Crime|popularity|Mystery,+0.823|+0.569|+0.254,7,13,10,9
4401,Horror|popularity|Sci-Fi,+0.764|+0.302|+0.301,17,3,5,6
4396,popularity|Comedy|retro,+0.570|+0.563|+0.379,9,11,18,18
4398,popularity|Documentary|Crime,+0.648|+0.276|+0.254,13,7,20,20
4397,popularity|modern|Thriller,+0.681|+0.242|+0.186,3,17,20,16
4395,popularity|modern|Drama,+0.550|+0.409|+0.248,14,6,20,20
4399,Animation|Musical|popularity,+0.668|+0.398|+0.357,10,10,5,0
4400,Romance|popularity|modern,+0.833|+0.388|+0.353,8,12,10,5
4394,popularity|Animation|contemporary,+0.281|+0.265|+0.236,19,1,7,6
4392,popularity|Crime|Animation,+0.323|+0.225|+0.201,14,6,11,6
4393,popularity|Crime|Documentary,+0.535|+0.289|+0.277,13,7,20,20
4391,popularity|Crime|Adventure,+0.341|+0.197|+0.195,17,3,10,9
4390,Comedy|modern|Documentary,+0.649|+0.272|+0.252,16,4,0,0
4389,Comedy|modern|popularity,+0.738|+0.321|+0.182,10,10,1,1
4388,modern|popularity|Thriller,+0.643|+0.183|+0.138,8,12,6,8
4386,Documentary|modern|contemporary,+0.625|+0.449|+0.416,11,9,7,16
4387,popularity|Animation|retro,+0.276|+0.270|+0.176,12,8,5,1
4385,contemporary|popularity|Documentary,+0.708|+0.403|+0.287,16,4,10,13
4384,contemporary|popularity|Crime,+0.659|+0.625|+0.217,8,12,9,10
4383,contemporary|popularity|Fantasy,+0.589|+0.308|+0.247,13,7,4,6
4382,modern|Animation|popularity,+0.475|+0.147|+0.126,13,7,3,2
4381,contemporary|Western|popularity,+0.382|+0.368|+0.321,14,6,8,7
4380,Mystery|classic|popularity,+0.258|+0.214|+0.212,16,4,2,2
4379,popularity|retro|Crime,+0.550|+0.280|+0.179,2,18,16,10
4378,popularity|retro|Animation,+0.610|+0.183|+0.159,4,16,18,15
4377,Action|Adventure|Mystery,+0.638|+0.253|+0.219,14,6,1,1
4376,popularity|retro|Western,+0.377|+0.315|+0.196,13,7,8,5
4375,Thriller|Mystery|popularity,+0.754|+0.289|+0.237,10,10,2,2
4374,Action|popularity|Sci-Fi,+0.800|+0.511|+0.260,4,16,18,11
4373,classic|Horror|Adventure,+0.559|+0.209|+0.198,12,8,2,3
4372,popularity|contemporary|Horror,+0.362|+0.324|+0.222,17,3,12,9
4371,Western|contemporary|popularity,+0.377|+0.352|+0.344,18,2,7,6
4370,Comedy|popularity|modern,+0.731|+0.416|+0.377,12,8,11,9
4369,retro|popularity|Documentary,+0.430|+0.332|+0.312,6,14,14,10
4368,Thriller|popularity|Mystery,+0.828|+0.407|+0.297,6,14,11,5
4367,popularity|classic|Documentary,+0.417|+0.392|+0.281,6,14,12,15
4366,popularity|Animation|Musical,+0.312|+0.263|+0.247,12,8,6,5
4365,contemporary|popularity|retro,+0.332|+0.242|+0.228,14,6,4,2
4364,Horror|Sci-Fi|contemporary,+0.835|+0.265|+0.264,9,11,0,0
4363,Action|popularity|Crime,+0.773|+0.515|+0.335,2,18,20,12
4362,Mystery|modern|Crime,+0.612|+0.507|+0.396,13,7,6,12
4361,Animation|popularity|Musical,+0.745|+0.416|+0.390,15,5,6,5
4360,Comedy|modern|Documentary,+0.778|+0.205|+0.190,14,6,0,1
4359,Thriller|popularity|modern,+0.634|+0.446|+0.438,7,13,13,11
4358,Horror|Sci-Fi|retro,+0.889|+0.330|+0.267,9,11,3,7
4357,Musical|Animation|classic,+0.904|+0.603|+0.365,14,6,6,7
4356,popularity|Crime|Documentary,+0.489|+0.353|+0.321,13,7,17,16
4355,Sci-Fi|popularity|Adventure,+0.808|+0.333|+0.331,14,6,10,5
4354,classic|War|Western,+0.589|+0.367|+0.362,14,6,14,17
4353,contemporary|popularity|Animation,+0.889|+0.296|+0.274,10,10,5,10
4352,Animation|Fantasy|popularity,+0.401|+0.336|+0.311,9,11,6,6
4351,Action|Adventure|Sci-Fi,+0.844|+0.307|+0.302,10,10,5,4
4350,Thriller|popularity|Mystery,+0.765|+0.449|+0.286,10,10,14,11
4349,Documentary|popularity|classic,+0.353|+0.329|+0.327,13,7,20,20
4348,War|popularity|retro,+0.480|+0.363|+0.284,11,9,12,15
4347,modern|popularity|Comedy,+0.599|+0.322|+0.141,5,15,8,8
4346,Comedy|popularity|contemporary,+0.695|+0.526|+0.309,11,9,17,19
4345,Comedy|modern|popularity,+0.735|+0.404|+0.319,8,12,10,9
4344,Comedy|Documentary|Fantasy,+0.840|+0.297|+0.175,14,6,0,0
4343,modern|Comedy|popularity,+0.500|+0.111|+0.108,13,7,3,3
4342,Sci-Fi|retro|Horror,+0.692|+0.507|+0.341,16,4,1,1
4341,popularity|Sci-Fi|modern,+0.520|+0.418|+0.331,15,5,18,13
4340,modern|popularity|Drama,+0.544|+0.476|+0.235,7,13,18,20
4339,Action|popularity|Adventure,+0.613|+0.358|+0.349,15,5,1,1
4338,contemporary|popularity|Animation,+0.739|+0.413|+0.263,13,7,5,4
4337,Horror|Sci-Fi|contemporary,+0.860|+0.287|+0.212,10,10,0,0
4336,Fantasy|modern|Horror,+0.681|+0.435|+0.369,16,4,4,5
4335,modern|Animation|Fantasy,+0.483|+0.176|+0.145,15,5,1,1
4334,Sci-Fi|Horror|Adventure,+0.797|+0.282|+0.273,10,10,13,8
4333,Sci-Fi|Fantasy|Adventure,+0.605|+0.290|+0.282,19,1,1,1
4332,popularity|modern|Crime,+0.483|+0.357|+0.338,13,7,19,19
4331,popularity|Animation|contemporary,+0.253|+0.230|+0.195,15,5,3,2
4330,Drama|popularity|War,+0.672|+0.302|+0.198,8,12,9,6
4329,Western|War|popularity,+0.925|+0.356|+0.347,15,5,5,4
4328,Thriller|popularity|Mystery,+0.826|+0.463|+0.326,7,13,10,6
4327,contemporary|popularity|Mystery,+0.805|+0.408|+0.249,14,6,8,8
4326,Drama|modern|popularity,+0.779|+0.460|+0.238,3,17,2,7
4325,popularity|contemporary|Action,+0.345|+0.324|+0.253,16,4,4,4
4324,classic|Documentary|popularity,+0.419|+0.379|+0.277,11,9,19,18
4323,Comedy|popularity|Animation,+0.870|+0.335|+0.187,12,8,6,5
4322,popularity|contemporary|Thriller,+0.555|+0.442|+0.260,8,12,11,12
4321,Comedy|popularity|Musical,+0.804|+0.400|+0.234,7,13,20,15
4320,Adventure|Action|Sci-Fi,+0.902|+0.416|+0.337,9,11,9,6
4319,popularity|Crime|Animation,+0.326|+0.212|+0.160,11,9,11,5
4317,classic|niche|Fantasy,+0.521|+0.473|+0.377,14,6,5,8
4316,popularity|modern|Animation,+0.559|+0.447|+0.216,10,10,20,19
4315,Mystery|popularity|modern,+0.727|+0.508|+0.353,10,10,5,6
4314,popularity|Animation|Horror,+0.306|+0.239|+0.230,14,6,5,2
4313,Drama|popularity|War,+0.470|+0.466|+0.349,10,10,13,12
4311,Crime|popularity|Documentary,+0.686|+0.409|+0.257,9,11,12,16
4312,popularity|classic|Sci-Fi,+0.388|+0.329|+0.236,13,7,16,15
